固相見かけ流速,気相見かけ流速,液相見かけ流速,固相体積率,気相体積率,液相体積率,ガラス球直径,NAME,FullPath,mean,var
0.0,31.92275526,6.059600508,0.0,0.749158165,0.250841835,-,P20240726-1022,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240726-1022_processed.npz,,
0.0,32.68563555,6.101101262,0.0,0.745521474,0.254478526,-,P20240726-1055,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240726-1055_processed.npz,,
0.0,32.04813139,4.543444783,0.0,0.7546132,0.2453868,-,P20240726-1113,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240726-1113_processed.npz,,
0.0,31.96898155,4.555285874,0.0,0.742793957,0.257206043,-,P20240726-1122,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240726-1122_processed.npz,,
0.0,32.88197597,3.11906641,0.0,0.747339819,0.252660181,-,P20240726-1334,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240726-1334_processed.npz,,
0.0,18.49226414,1.861121628,0.0,0.745521474,0.254478526,-,P20240726-1400,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240726-1400_processed.npz,,
0.0,0.0,5.982471686,0.0,0.0,1.0,-,P20240726-1600,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240726-1600_processed.npz,0.039046961814165115,0.000048885398427955806
0.0,0.0,5.982471686,0.0,0.0,1.0,-,P20240726-1601,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240726-1601_processed.npz,,
0.0,0.0,4.546059294,0.0,0.0,1.0,-,P20240726-1606,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240726-1606_processed.npz,,
0.0,0.0,4.546059294,0.0,0.0,1.0,-,P20240726-1607,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240726-1607_processed.npz,,
0.0,0.0,3.027802132,0.0,0.0,1.0,-,P20240726-1614,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240726-1614_processed.npz,,
0.0,0.0,3.027802132,0.0,0.0,1.0,-,P20240726-1615,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240726-1615_processed.npz,,
0.0,50.09079695,3.104565024,0.0,0.846439625,0.153560375,-,P20240729-1437,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240729-1437_processed.npz,,
0.0,63.30147324,4.46049665,0.0,0.877351491,0.122648509,-,P20240729-1605,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240729-1605_processed.npz,,
0.0,28.83335524,4.546734212,0.0,0.733702232,0.266297768,-,P20240729-1351,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240729-1351_processed.npz,,
0.0,50.31843827,3.090860017,0.0,0.84462128,0.15537872,-,P20240729-1423,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240729-1423_processed.npz,,
0.0,61.17138097,4.422921576,0.0,0.857349696,0.142650304,-,P20240730-1018,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240730-1018_processed.npz,,
0.0,61.28509808,4.551800018,0.0,0.890989079,0.109010921,-,P20240730-1052,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240730-1052_processed.npz,,
0.0,61.35972273,4.493181706,0.0,0.900080804,0.099919196,-,P20240730-1100,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240730-1100_processed.npz,,
0.0,60.50894544,4.456634311,0.0,0.831892865,0.168107135,-,P20240730-1606,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240730-1606_processed.npz,,
0.0,60.03413858,4.471945601,0.0,0.840075418,0.159924582,-,P20240730-1616,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240730-1616_processed.npz,,
0.0,58.44393722,4.507448947,0.0,0.823710312,0.176289688,-,P20240731-1028,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240731-1028_processed.npz,,
0.0,58.38199411,4.505957957,0.0,0.820982794,0.179017206,-,P20240731-1036,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240731-1036_processed.npz,,
0.344051535,60.49473393,3.041272648,0.013656376,0.843622325,0.1427213,0.005,P20240805-1113,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240805-1113_processed.npz,,
0.357813597,60.40238407,2.947188776,0.013301487,0.861805775,0.124892737,0.005,P20240805-1128,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240805-1128_processed.npz,,
0.311523027,61.2249581,3.016118324,0.007350283,0.813619631,0.179030086,0.005,P20240805-1424,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240805-1424_processed.npz,,
0.292756579,60.12603555,3.135591862,0.004852415,0.900900194,0.09424739,0.005,P20240805-1013,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240805-1013_processed.npz,,
0.337796053,60.24480133,2.944110035,0.008865383,0.846349842,0.144784774,0.005,P20240805-1030,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240805-1030_processed.npz,,
0.281496711,61.69372346,3.050075063,0.006736053,0.827257219,0.166006727,0.005,P20240806-1430,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240806-1430_processed.npz,,
0.420368422,47.56428421,4.025043716,0.018713534,0.727248241,0.254038225,0.005,P20240806-1543,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240806-1543_processed.npz,,
0.441637062,46.17477436,4.282110008,0.015499065,0.789981146,0.194519789,0.005,P20240806-1601,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240806-1601_processed.npz,,
0.250219299,62.01406629,3.137783467,0.005869307,0.860896603,0.13323409,0.005,P20240806-1443,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240806-1443_processed.npz,,
0.517953948,48.28189494,4.505081565,0.008701589,0.818165494,0.173132917,0.005,P20240808-1459,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240808-1459_processed.npz,,
0.377831141,47.99816076,4.611603408,0.009049652,0.881807571,0.109142777,0.005,P20240808-1437,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240808-1437_processed.npz,,
0.297760965,46.46118381,6.208216426,0.006756528,0.770888522,0.22235495,0.005,P20240820-1054,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240820-1054_processed.npz,,
0.211435307,46.74898159,6.148296462,0.006019452,0.774525213,0.219455335,0.005,P20240820-1122,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240820-1122_processed.npz,,
0.201426535,46.70783464,6.182926442,0.006852074,0.770888522,0.222259403,0.005,P20240820-1110,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240820-1110_processed.npz,,
0.233955044,54.16802293,6.004174426,0.003173521,0.818165494,0.178660985,0.005,P20240820-1425,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240820-1425_processed.npz,,
0.0,57.02654538,5.951812986,0.0,0.782797548,0.217202452,-,P20240820-1444,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240820-1444_processed.npz,,
0.212686404,54.06417263,6.025979138,0.003664904,0.831803082,0.164532014,0.005,P20240820-1435,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240820-1435_processed.npz,,
0.0,56.58224688,5.958816011,0.0,0.746430647,0.253569353,-,P20240820-1532,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240820-1532_processed.npz,,
0.0,57.34696605,5.931821626,0.0,0.740975612,0.259024388,-,P20240820-1539,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240820-1539_processed.npz,,
0.0,57.02613084,5.932763191,0.0,0.763704925,0.236295075,-,P20240820-1545,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240820-1545_processed.npz,,
0.0,63.53698398,5.270805055,0.0,0.795525964,0.204474036,-,P20240820-1611,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240820-1611_processed.npz,,
0.0,63.74142509,5.263217021,0.0,0.790980101,0.209019899,-,P20240820-1617,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240820-1617_processed.npz,,
0.0,63.71816477,5.265870912,0.0,0.804617689,0.195382311,-,P20240820-1622,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240820-1622_processed.npz,,
0.222695176,46.96133683,6.235992628,0.007275211,0.739067484,0.253657305,0.005,P20240820-1133,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240820-1133_processed.npz,,
0.215188597,54.13475664,6.038632837,0.008892682,0.801800389,0.189306929,0.005,P20240820-1414,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240820-1414_processed.npz,,
0.130114035,61.02480793,4.71876807,0.00410169,0.839985635,0.155912675,0.005,P20240821-1002,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240821-1002_processed.npz,,
0.158889255,63.38901148,4.48969157,0.002825457,0.85998743,0.137187113,0.005,P20240821-1018,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240821-1018_processed.npz,,
0.162642544,63.56923071,4.430135422,0.003460161,0.839985635,0.156554204,0.005,P20240821-1029,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240821-1029_processed.npz,,
0.166395834,63.41248649,4.477083707,0.004149463,0.833621427,0.16222911,0.005,P20240821-1039,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240821-1039_processed.npz,,
0.0,62.44940716,4.507136515,0.0,0.880079009,0.119920991,-,P20240821-1605,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240821-1605_processed.npz,,
0.0,64.17204347,4.503330399,0.0,0.866441421,0.133558579,-,P20240821-1616,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240821-1616_processed.npz,,
0.0,63.24243097,4.504155959,0.0,0.875533146,0.124466854,-,P20240821-1626,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240821-1626_processed.npz,,
0.201426535,63.60025763,3.216748835,0.004251835,0.901809367,0.093938798,0.005,P20240822-1621,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240822-1621_processed.npz,,
0.223946272,44.62360318,5.988847971,0.0053165,0.821802184,0.172881316,0.005,P20240822-1354,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240822-1354_processed.npz,,
0.19266886,63.09260404,3.282588983,0.003876472,0.901809367,0.094314161,0.005,P20240822-1609,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240822-1609_processed.npz,,
0.210184211,44.51753647,6.004416358,0.008558268,0.8345306,0.156911132,0.005,P20240822-1415,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240822-1415_processed.npz,,
0.226448465,44.87962623,5.932403687,0.007650573,0.829984737,0.16236469,0.005,P20240822-1405,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240822-1405_processed.npz,,
0.218941886,62.94352905,3.248107184,0.005862482,0.916356127,0.077781391,0.005,P20240822-1543,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240822-1543_processed.npz,,
0.196422149,63.46147125,3.26378705,0.006394815,0.877261708,0.116343477,0.005,P20240822-1554,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240822-1554_processed.npz,,
0.166395834,58.29983463,4.414934942,0.002422795,0.916356127,0.081221077,0.005,P20240822-1044,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240822-1044_processed.npz,,
0.161391448,59.38355589,4.446014767,0.002982427,0.905446057,0.091571516,0.005,P20240822-1113,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240822-1113_processed.npz,,
0.19266886,62.46679963,3.30772191,0.004504352,0.909082747,0.086412901,0.005,P20240822-1528,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240822-1528_processed.npz,,
0.152633772,59.10393321,4.433421829,0.00288688,0.893626814,0.103486306,0.005,P20240822-1124,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240822-1124_processed.npz,,
0.202677632,63.29472667,3.270080201,0.003992494,0.911810265,0.084197242,0.005,P20240822-1443,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240822-1443_processed.npz,,
0.151382676,59.8228922,4.414699286,0.004210886,0.890899296,0.104889817,0.005,P20240822-1100,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240822-1100_processed.npz,,
0.177655702,59.98932485,4.578339387,0.003378264,0.866351638,0.130270098,0.0025,P20240826-1350,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240826-1350_processed.npz,,
0.253972588,65.87572281,3.176599116,0.011431499,0.889080951,0.09948755,0.0025,P20240826-1026,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240826-1026_processed.npz,,
0.349055921,64.24489052,2.931876349,0.006442588,0.893626814,0.099930598,0.0025,P20240826-1044,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240826-1044_processed.npz,,
0.357813597,64.20130201,2.91619264,0.0076028,0.870897501,0.121499699,0.0025,P20240826-1055,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240826-1055_processed.npz,,
0.31402522,64.11447965,3.013397049,0.010598876,0.887262606,0.102138518,0.0025,P20240826-1106,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240826-1106_processed.npz,,
0.140122807,60.40170834,4.66296503,0.003221294,0.861805775,0.134972931,0.0025,P20240826-1328,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240826-1328_processed.npz,,
0.168898027,60.3113686,4.609687497,0.005937555,0.868169983,0.125892462,0.0025,P20240826-1339,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240826-1339_processed.npz,,
0.166395834,59.83490876,4.628498974,0.004852415,0.863624121,0.131523464,0.0025,P20240826-1400,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240826-1400_processed.npz,,
0.232703948,45.11631864,6.20585731,0.008838084,0.782707765,0.20845415,0.0025,P20240826-1414,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240826-1414_processed.npz,,
0.207682018,45.64116684,6.18069534,0.00165842,0.802709561,0.195632019,0.0025,P20240826-1446,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240826-1446_processed.npz,,
0.218941886,45.56537539,6.187074243,0.003453336,0.804527906,0.192018758,0.0025,P20240826-1424,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240826-1424_processed.npz,,
0.11760307,62.64153085,3.454829781,0.001965535,0.809073769,0.188960696,0.0025,P20240827-1620,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240827-1620_processed.npz,,
0.118854167,62.72906856,3.620972632,0.002484218,0.819983839,0.177531943,0.0025,P20240827-1610,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240827-1610_processed.npz,,
0.19266886,45.74578003,6.157853015,0.00577376,0.75906928,0.23515696,0.0025,P20240827-1000,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240827-1000_processed.npz,,
0.235206141,62.45389323,3.338860725,0.004927488,0.83816729,0.156905222,0.0025,P20240827-1014,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240827-1014_processed.npz,,
0.245214913,62.47092526,3.241635534,0.009500087,0.867260811,0.123239102,0.0025,P20240827-1027,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240827-1027_processed.npz,,
0.232703948,62.82875467,3.229114375,0.006927147,0.85998743,0.133085423,0.0025,P20240827-1037,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240827-1037_processed.npz,,
0.369073465,62.46191488,2.818428477,0.01199113,0.877261708,0.110747161,0.0025,P20240827-1050,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240827-1050_processed.npz,,
0.341549342,62.45966897,2.981460519,0.017293981,0.871806673,0.110899346,0.0025,P20240827-1101,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240827-1101_processed.npz,,
0.384086623,63.44981357,2.824685868,0.014802938,0.867260811,0.117936252,0.0025,P20240827-1114,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240827-1114_processed.npz,,
0.0,0.989529664,4.483974578,0.0,0.176379471,0.823620529,-,P20240827-1552,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240827-1552_processed.npz,,
0.0,1.038577229,4.474799476,0.0,0.193653749,0.806346251,-,P20240827-1541,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240827-1541_processed.npz,,
0.0,0.882820843,4.524424879,0.0,0.15455933,0.84544067,-,P20240827-1529,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240827-1529_processed.npz,,
0.359064693,62.91513722,3.000281449,0.022849348,0.85998743,0.117163222,0.0025,P20240827-1125,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240827-1125_processed.npz,,
0.325285088,59.61318289,4.188778499,0.008414948,0.76997935,0.221605702,0.0025,P20240828-1040,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240828-1040_processed.npz,,
0.120105263,62.01801995,3.17274912,0.003726327,0.816347149,0.179926524,0.0025,P20240828-1013,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240828-1013_processed.npz,,
0.115100877,62.23464787,3.150801144,0.001849514,0.814528804,0.183621682,0.0025,P20240828-1024,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240828-1024_processed.npz,,
0.386588816,57.95288417,4.270283117,0.012994372,0.771797695,0.215207933,0.0025,P20240828-1051,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240828-1051_processed.npz,,
0.377831141,56.23741723,4.612155671,0.011472447,0.759978452,0.2285491,0.0025,P20240828-1104,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240828-1104_processed.npz,,
0.365320176,56.80223472,4.536915723,0.007780244,0.755432589,0.236787167,0.0025,P20240828-1115,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240828-1115_processed.npz,,
0.589266448,57.63732011,3.960052061,0.015840304,0.808164596,0.1759951,0.0025,P20240828-1329,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240828-1329_processed.npz,,
0.499187501,47.29788398,5.486936281,0.016358987,0.681789615,0.301851399,0.0025,P20240828-1348,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240828-1348_processed.npz,,
0.451645834,46.38630916,5.766056189,0.013779221,0.677243752,0.308977027,0.0025,P20240828-1401,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240828-1401_processed.npz,,
0.499187501,45.71988054,5.850882905,0.015110053,0.727248241,0.257641706,0.0025,P20240828-1414,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240828-1414_processed.npz,,
0.465407895,45.20977406,6.057837477,0.01170449,0.68360796,0.304687551,0.0025,P20240828-1427,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240828-1427_processed.npz,,
0.157638158,45.34407771,4.561709634,0.004552125,0.778161903,0.217285972,0.0025,P20240828-1445,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240828-1445_processed.npz,,
0.101338816,61.63290194,3.288795383,0.007363933,0.842713152,0.149922915,0.0025,P20240828-1000,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240828-1000_processed.npz,,
0.101338816,46.35140495,3.256325718,0.002770859,0.877261708,0.119967433,0.0025,P20240829-1557,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240829-1557_processed.npz,,
0.105092105,46.27751322,3.268849414,0.004818291,0.815437976,0.179743732,0.0025,P20240829-1547,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240829-1547_processed.npz,,
0.332791667,44.12982083,4.583744664,0.01487801,0.765433487,0.219688502,0.0025,P20240829-1525,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240829-1525_processed.npz,,
0.376580044,43.44915488,4.530462368,0.008530969,0.815437976,0.176031054,0.0025,P20240829-1451,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240829-1451_processed.npz,,
0.395346492,43.36289492,4.524297225,0.015901727,0.799982043,0.18411623,0.0025,P20240829-1440,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240829-1440_processed.npz,,
0.180157895,43.55842631,4.536944993,0.004340557,0.802709561,0.192949882,0.0025,P20240829-1335,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240829-1335_processed.npz,,
0.185162281,44.23601213,4.427380003,0.005541718,0.801800389,0.192657894,0.0025,P20240829-1323,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240829-1323_processed.npz,,
0.183911184,44.22328555,4.505476011,0.009425015,0.812710459,0.177864526,0.0025,P20240829-1347,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240829-1347_processed.npz,,
0.185162281,45.73755388,3.052283252,0.006244669,0.858169085,0.135586245,0.0025,P20240830-1006,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240830-1006_processed.npz,,
0.266483553,45.60976635,2.895348721,0.006906673,0.854532395,0.138560932,0.0025,P20240830-1033,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240830-1033_processed.npz,,
0.236457237,44.74937213,3.114901249,0.009977822,0.84907736,0.140944818,0.0025,P20240830-1043,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240830-1043_processed.npz,,
0.220192983,45.58225119,3.121164836,0.00758915,0.860896603,0.131514247,0.0025,P20240830-1055,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240830-1055_processed.npz,,
0.322782895,44.96181808,2.91092541,0.012796454,0.842713152,0.144490394,0.0025,P20240830-1108,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240830-1108_processed.npz,,
0.390342106,44.53158575,2.882730868,0.017908211,0.84180398,0.14028781,0.0025,P20240830-1119,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240830-1119_processed.npz,,
0.372826755,44.48815601,3.09915388,0.009677531,0.836348945,0.153973524,0.0025,P20240830-1537,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240830-1537_processed.npz,,
0.411610746,43.95509866,3.020688724,0.0152056,0.859078258,0.125716143,0.0025,P20240830-1547,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240830-1547_processed.npz,,
0.33904715,43.00755553,3.234033005,0.013185466,0.836348945,0.150465589,0.0025,P20240830-1558,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240830-1558_processed.npz,,
2.841240135,31.58628438,5.928895733,0.023368031,0.754523417,0.222108552,0.0025,P20240902-1557,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240902-1557_processed.npz,,
0.529213816,31.81745117,5.92557698,0.01670705,0.745431692,0.237861258,0.0025,P20240902-1620,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240902-1620_processed.npz,,
0.466658992,31.50954071,5.781613879,0.00698857,0.775434385,0.217577045,0.0025,P20240902-1543,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240902-1543_processed.npz,,
0.297760965,30.34297989,4.320841948,0.003023375,0.813619631,0.183356993,0.0025,P20240903-1606,/home/smatsubara/documents/airlift/data/experiments/processed/solid_liquid/P20240903-1606_processed.npz,,
